customer_id,first_name,last_name,email,created_at
CUST000058,FirstName58,LastName58,customer57@gmail.com,2023-01-26 21:17:48
CUST000059,FirstName59,LastName59,customer58@hotmail.com,2024-07-04 21:17:48
CUST000060,FirstName60,LastName60,customer59@yahoo.com,2024-07-15 21:17:48
CUST000061,FirstName61,LastName61,customer60@gmail.com,2023-01-30 21:17:48
CUST000062,FirstName62,LastName62,customer61@gmail.com,2024-02-15 21:17:48
CUST000063,FirstName63,LastName63,customer62@outlook.com,2023-08-19 21:17:48
CUST000064,FirstName64,LastName64,customer63@gmail.com,2023-08-08 21:17:48
CUST000065,FirstName65,LastName65,customer64@yahoo.com,2024-04-22 21:17:48
CUST000066,FirstName66,LastName66,customer65@yahoo.com,2022-12-22 21:17:48
CUST000067,FirstName67,LastName67,customer66@outlook.com,2022-12-10 21:17:48
CUST000068,FirstName68,LastName68,customer67@hotmail.com,2024-01-11 21:17:48
CUST000069,FirstName69,LastName69,customer68@yahoo.com,2023-10-26 21:17:48
CUST000070,FirstName70,LastName70,customer69@yahoo.com,2023-07-14 21:17:48
CUST000071,FirstName71,LastName71,customer70@hotmail.com,2024-11-03 21:17:48
CUST000072,FirstName72,LastName72,customer71@outlook.com,2023-07-07 21:17:48
CUST000073,FirstName73,LastName73,customer72@yahoo.com,2024-04-10 21:17:48
CUST000074,FirstName74,LastName74,customer73@hotmail.com,2023-04-05 21:17:48
CUST000075,FirstName75,LastName75,customer74@hotmail.com,2023-02-15 21:17:48
CUST000076,FirstName76,LastName76,customer75@outlook.com,2023-01-03 21:17:48
CUST000077,FirstName77,LastName77,customer76@gmail.com,2024-09-06 21:17:48
CUST000078,FirstName78,LastName78,customer77@gmail.com,2024-05-16 21:17:48
CUST000079,FirstName79,LastName79,customer78@gmail.com,2024-01-12 21:17:48
CUST000080,FirstName80,LastName80,customer79@outlook.com,2024-03-23 21:17:48
CUST000081,FirstName81,LastName81,customer80@hotmail.com,2024-07-23 21:17:48
CUST000082,FirstName82,LastName82,customer81@gmail.com,2023-05-25 21:17:48
CUST000083,FirstName83,LastName83,customer82@gmail.com,2024-11-04 21:17:48
CUST000084,FirstName84,LastName84,customer83@outlook.com,2023-09-03 21:17:48
CUST000085,FirstName85,LastName85,customer84@gmail.com,2023-12-03 21:17:48
CUST000086,FirstName86,LastName86,customer85@outlook.com,2024-01-03 21:17:48
CUST000087,FirstName87,LastName87,customer86@outlook.com,2023-12-27 21:17:48
CUST000088,FirstName88,LastName88,customer87@outlook.com,2024-08-02 21:17:48
CUST000089,FirstName89,LastName89,customer88@hotmail.com,2024-06-27 21:17:48
CUST000090,FirstName90,LastName90,customer89@gmail.com,2023-04-04 21:17:48
CUST000091,FirstName91,LastName91,customer90@gmail.com,2023-12-31 21:17:48
CUST000092,FirstName92,LastName92,customer91@outlook.com,2024-05-31 21:17:48
CUST000093,FirstName93,LastName93,customer92@outlook.com,2024-03-08 21:17:48
CUST000094,FirstName94,LastName94,customer93@yahoo.com,2023-10-21 21:17:48
CUST000095,FirstName95,LastName95,customer94@hotmail.com,2023-02-14 21:17:48
CUST000096,FirstName96,LastName96,customer95@gmail.com,2023-04-23 21:17:48
CUST000097,FirstName97,LastName97,customer96@hotmail.com,2024-04-24 21:17:48
CUST000098,FirstName98,LastName98,customer97@gmail.com,2022-12-29 21:17:48
CUST000099,FirstName99,LastName99,customer98@hotmail.com,2024-04-08 21:17:48
CUST000100,FirstName100,LastName100,customer99@outlook.com,2024-10-03 21:17:48
CUST000101,FirstName101,LastName101,customer100@hotmail.com,2024-08-16 21:17:48
CUST000102,FirstName102,LastName102,customer101@gmail.com,2023-02-23 21:17:48
CUST000103,FirstName103,LastName103,customer102@outlook.com,2024-04-29 21:17:48
CUST000104,FirstName104,LastName104,customer103@gmail.com,2023-02-09 21:17:48
CUST000105,FirstName105,LastName105,customer104@yahoo.com,2023-01-05 21:17:48
CUST000106,FirstName106,LastName106,customer105@outlook.com,2023-12-31 21:17:48
CUST000107,FirstName107,LastName107,customer106@outlook.com,2024-10-28 21:17:48
CUST000108,FirstName108,LastName108,customer107@gmail.com,2022-11-30 21:17:48
CUST000109,FirstName109,LastName109,customer108@outlook.com,2024-07-21 21:17:48
CUST000110,FirstName110,LastName110,customer109@yahoo.com,2023-07-31 21:17:48
CUST000111,FirstName111,LastName111,customer110@gmail.com,2023-03-15 21:17:48
CUST000112,FirstName112,LastName112,customer111@yahoo.com,2023-02-20 21:17:48
CUST000113,FirstName113,LastName113,customer112@outlook.com,2023-08-26 21:17:48
CUST000114,FirstName114,LastName114,customer113@hotmail.com,2023-07-29 21:17:48
CUST000115,FirstName115,LastName115,customer114@gmail.com,2023-03-27 21:17:48
CUST000116,FirstName116,LastName116,customer115@yahoo.com,2024-01-04 21:17:48
CUST000117,FirstName117,LastName117,customer116@outlook.com,2023-06-24 21:17:48
CUST000118,FirstName118,LastName118,customer117@hotmail.com,2024-01-25 21:17:48
CUST000119,FirstName119,LastName119,customer118@yahoo.com,2023-11-09 21:17:48
CUST000120,FirstName120,LastName120,customer119@yahoo.com,2024-09-27 21:17:48
CUST000121,FirstName121,LastName121,customer120@yahoo.com,2024-08-16 21:17:48
CUST000122,FirstName122,LastName122,customer121@gmail.com,2023-09-12 21:17:48
CUST000123,FirstName123,LastName123,customer122@yahoo.com,2023-07-05 21:17:48
CUST000124,FirstName124,LastName124,customer123@yahoo.com,2024-06-27 21:17:48
CUST000125,FirstName125,LastName125,customer124@yahoo.com,2024-07-12 21:17:48
CUST000126,FirstName126,LastName126,customer125@outlook.com,2023-10-27 21:17:48
CUST000127,FirstName127,LastName127,customer126@outlook.com,2023-09-18 21:17:48
CUST000128,FirstName128,LastName128,customer127@yahoo.com,2022-12-20 21:17:48
CUST000129,FirstName129,LastName129,customer128@gmail.com,2023-06-21 21:17:48
CUST000130,FirstName130,LastName130,customer129@yahoo.com,2023-11-23 21:17:48
CUST000131,FirstName131,LastName131,customer130@yahoo.com,2022-12-27 21:17:48
CUST000132,FirstName132,LastName132,customer131@gmail.com,2023-07-11 21:17:48
CUST000133,FirstName133,LastName133,customer132@gmail.com,2024-10-25 21:17:48
CUST000134,FirstName134,LastName134,customer133@outlook.com,2024-08-09 21:17:48
CUST000135,FirstName135,LastName135,customer134@gmail.com,2024-07-30 21:17:48
CUST000136,FirstName136,LastName136,customer135@outlook.com,2023-05-03 21:17:48
CUST000137,FirstName137,LastName137,customer136@hotmail.com,2024-11-04 21:17:48
CUST000138,FirstName138,LastName138,customer137@gmail.com,2024-07-01 21:17:48
CUST000139,FirstName139,LastName139,customer138@yahoo.com,2024-11-13 21:17:48
CUST000140,FirstName140,LastName140,customer139@hotmail.com,2023-03-22 21:17:48
CUST000141,FirstName141,LastName141,customer140@gmail.com,2023-01-04 21:17:48
CUST000142,FirstName142,LastName142,customer141@yahoo.com,2024-04-04 21:17:48
CUST000143,FirstName143,LastName143,customer142@hotmail.com,2024-02-18 21:17:48
CUST000144,FirstName144,LastName144,customer143@gmail.com,2024-04-28 21:17:48
CUST000145,FirstName145,LastName145,customer144@hotmail.com,2023-11-11 21:17:48
CUST000146,FirstName146,LastName146,customer145@hotmail.com,2024-09-13 21:17:48
CUST000147,FirstName147,LastName147,customer146@outlook.com,2023-08-11 21:17:48
CUST000148,FirstName148,LastName148,customer147@hotmail.com,2023-12-04 21:17:48
CUST000149,FirstName149,LastName149,customer148@yahoo.com,2023-05-14 21:17:48
CUST000150,FirstName150,LastName150,customer149@gmail.com,2024-10-20 21:17:48
CUST000151,FirstName151,LastName151,customer150@outlook.com,2023-06-13 21:17:48
CUST000152,FirstName152,LastName152,customer151@gmail.com,2024-09-23 21:17:48
CUST000153,FirstName153,LastName153,customer152@yahoo.com,2024-09-09 21:17:48
CUST000154,FirstName154,LastName154,customer153@gmail.com,2023-09-07 21:17:48
CUST000155,FirstName155,LastName155,customer154@outlook.com,2023-12-27 21:17:48
CUST000156,FirstName156,LastName156,customer155@outlook.com,2024-10-16 21:17:48
CUST000157,FirstName157,LastName157,customer156@gmail.com,2023-07-10 21:17:48
CUST000158,FirstName158,LastName158,customer157@gmail.com,2023-05-16 21:17:48
CUST000159,FirstName159,LastName159,customer158@gmail.com,2024-01-15 21:17:48
CUST000160,FirstName160,LastName160,customer159@outlook.com,2024-09-24 21:17:48
CUST000161,FirstName161,LastName161,customer160@outlook.com,2023-04-02 21:17:48
CUST000162,FirstName162,LastName162,customer161@gmail.com,2023-06-07 21:17:48
CUST000163,FirstName163,LastName163,customer162@hotmail.com,2022-12-11 21:17:48
CUST000164,FirstName164,LastName164,customer163@yahoo.com,2023-07-25 21:17:48
CUST000165,FirstName165,LastName165,customer164@yahoo.com,2024-11-25 21:17:48
CUST000166,FirstName166,LastName166,customer165@gmail.com,2024-11-06 21:17:48
CUST000167,FirstName167,LastName167,customer166@outlook.com,2024-08-05 21:17:48
CUST000168,FirstName168,LastName168,customer167@yahoo.com,2023-08-24 21:17:48
CUST000169,FirstName169,LastName169,customer168@outlook.com,2023-12-11 21:17:48
CUST000170,FirstName170,LastName170,customer169@gmail.com,2023-01-30 21:17:48
CUST000171,FirstName171,LastName171,customer170@yahoo.com,2024-05-10 21:17:48
CUST000172,FirstName172,LastName172,customer171@yahoo.com,2024-08-22 21:17:48
CUST000173,FirstName173,LastName173,customer172@hotmail.com,2024-04-23 21:17:48
CUST000174,FirstName174,LastName174,customer173@outlook.com,2024-07-26 21:17:48
CUST000175,FirstName175,LastName175,customer174@hotmail.com,2022-12-30 21:17:48
CUST000176,FirstName176,LastName176,customer175@outlook.com,2023-09-07 21:17:48
CUST000177,FirstName177,LastName177,customer176@hotmail.com,2023-10-07 21:17:48
CUST000178,FirstName178,LastName178,customer177@yahoo.com,2024-04-28 21:17:48
CUST000179,FirstName179,LastName179,customer178@outlook.com,2024-11-26 21:17:48
CUST000180,FirstName180,LastName180,customer179@hotmail.com,2024-05-11 21:17:48
CUST000181,FirstName181,LastName181,customer180@yahoo.com,2024-02-03 21:17:48
CUST000182,FirstName182,LastName182,customer181@hotmail.com,2024-04-23 21:17:48
CUST000183,FirstName183,LastName183,customer182@outlook.com,2024-10-05 21:17:48
CUST000184,FirstName184,LastName184,customer183@outlook.com,2023-01-24 21:17:48
CUST000185,FirstName185,LastName185,customer184@hotmail.com,2024-05-31 21:17:48
CUST000186,FirstName186,LastName186,customer185@yahoo.com,2024-05-05 21:17:48
CUST000187,FirstName187,LastName187,customer186@gmail.com,2023-07-26 21:17:48
CUST000188,FirstName188,LastName188,customer187@outlook.com,2022-12-10 21:17:48
CUST000189,FirstName189,LastName189,customer188@gmail.com,2023-09-15 21:17:48
CUST000190,FirstName190,LastName190,customer189@gmail.com,2024-02-17 21:17:48
CUST000191,FirstName191,LastName191,customer190@hotmail.com,2024-08-09 21:17:48
CUST000192,FirstName192,LastName192,customer191@hotmail.com,2023-11-11 21:17:48
CUST000193,FirstName193,LastName193,customer192@yahoo.com,2023-02-08 21:17:48
CUST000194,FirstName194,LastName194,customer193@hotmail.com,2023-11-13 21:17:48
CUST000195,FirstName195,LastName195,customer194@hotmail.com,2024-02-14 21:17:48
CUST000196,FirstName196,LastName196,customer195@hotmail.com,2023-07-13 21:17:48
CUST000197,FirstName197,LastName197,customer196@yahoo.com,2023-08-26 21:17:48
CUST000198,FirstName198,LastName198,customer197@gmail.com,2023-12-13 21:17:48
CUST000199,FirstName199,LastName199,customer198@outlook.com,2023-01-27 21:17:48
CUST000200,FirstName200,LastName200,customer199@hotmail.com,2023-07-27 21:17:48
CUST000201,FirstName201,LastName201,customer200@gmail.com,2022-11-30 21:17:48
CUST000202,FirstName202,LastName202,customer201@yahoo.com,2024-02-01 21:17:48
CUST000203,FirstName203,LastName203,customer202@outlook.com,2024-11-07 21:17:48
CUST000204,FirstName204,LastName204,customer203@gmail.com,2023-01-04 21:17:48
CUST000205,FirstName205,LastName205,customer204@hotmail.com,2023-03-16 21:17:48
CUST000206,FirstName206,LastName206,customer205@gmail.com,2023-01-08 21:17:48
CUST000207,FirstName207,LastName207,customer206@gmail.com,2023-03-21 21:17:48
CUST000208,FirstName208,LastName208,customer207@yahoo.com,2024-08-11 21:17:48
CUST000209,FirstName209,LastName209,customer208@yahoo.com,2024-11-08 21:17:48
CUST000210,FirstName210,LastName210,customer209@gmail.com,2024-10-12 21:17:48
CUST000211,FirstName211,LastName211,customer210@yahoo.com,2023-06-13 21:17:48
CUST000212,FirstName212,LastName212,customer211@gmail.com,2023-05-15 21:17:48
CUST000213,FirstName213,LastName213,customer212@yahoo.com,2024-02-11 21:17:48
CUST000214,FirstName214,LastName214,customer213@yahoo.com,2024-01-10 21:17:48
CUST000215,FirstName215,LastName215,customer214@outlook.com,2023-02-09 21:17:48
CUST000216,FirstName216,LastName216,customer215@yahoo.com,2024-03-06 21:17:48
CUST000217,FirstName217,LastName217,customer216@hotmail.com,2023-11-30 21:17:48
CUST000218,FirstName218,LastName218,customer217@hotmail.com,2024-07-13 21:17:48
CUST000219,FirstName219,LastName219,customer218@yahoo.com,2024-06-04 21:17:48
CUST000220,FirstName220,LastName220,customer219@gmail.com,2024-09-13 21:17:48
CUST000221,FirstName221,LastName221,customer220@hotmail.com,2024-04-24 21:17:48
CUST000222,FirstName222,LastName222,customer221@hotmail.com,2024-08-16 21:17:48
CUST000223,FirstName223,LastName223,customer222@outlook.com,2023-05-26 21:17:48
CUST000224,FirstName224,LastName224,customer223@hotmail.com,2023-08-23 21:17:48
CUST000225,FirstName225,LastName225,customer224@outlook.com,2024-07-15 21:17:48
CUST000226,FirstName226,LastName226,customer225@outlook.com,2023-11-05 21:17:48
CUST000227,FirstName227,LastName227,customer226@hotmail.com,2024-11-13 21:17:48
CUST000228,FirstName228,LastName228,customer227@outlook.com,2023-10-28 21:17:48
CUST000229,FirstName229,LastName229,customer228@outlook.com,2023-09-18 21:17:48
CUST000230,FirstName230,LastName230,customer229@gmail.com,2024-03-08 21:17:48
CUST000231,FirstName231,LastName231,customer230@gmail.com,2024-04-12 21:17:48
CUST000232,FirstName232,LastName232,customer231@gmail.com,2024-10-23 21:17:48
CUST000233,FirstName233,LastName233,customer232@outlook.com,2023-08-15 21:17:48
CUST000234,FirstName234,LastName234,customer233@outlook.com,2024-08-20 21:17:48
CUST000235,FirstName235,LastName235,customer234@outlook.com,2023-07-28 21:17:48
CUST000236,FirstName236,LastName236,customer235@gmail.com,2024-11-22 21:17:48
CUST000237,FirstName237,LastName237,customer236@outlook.com,2023-02-27 21:17:48
CUST000238,FirstName238,LastName238,customer237@hotmail.com,2024-04-04 21:17:48
CUST000239,FirstName239,LastName239,customer238@outlook.com,2023-08-29 21:17:48
CUST000240,FirstName240,LastName240,customer239@yahoo.com,2023-03-14 21:17:48
CUST000241,FirstName241,LastName241,customer240@hotmail.com,2024-10-14 21:17:48
CUST000242,FirstName242,LastName242,customer241@gmail.com,2024-07-22 21:17:48
CUST000243,FirstName243,LastName243,customer242@gmail.com,2024-10-14 21:17:48
CUST000244,FirstName244,LastName244,customer243@hotmail.com,2024-01-11 21:17:48
CUST000245,FirstName245,LastName245,customer244@outlook.com,2024-09-05 21:17:48
CUST000246,FirstName246,LastName246,customer245@hotmail.com,2023-07-20 21:17:48
CUST000247,FirstName247,LastName247,customer246@yahoo.com,2024-05-24 21:17:48
CUST000248,FirstName248,LastName248,customer247@yahoo.com,2023-06-02 21:17:48
CUST000249,FirstName249,LastName249,customer248@yahoo.com,2024-05-11 21:17:48
CUST000250,FirstName250,LastName250,customer249@yahoo.com,2024-01-15 21:17:48
CUST000251,FirstName251,LastName251,customer250@hotmail.com,2023-11-02 21:17:48
CUST000252,FirstName252,LastName252,customer251@yahoo.com,2023-11-30 21:17:48
CUST000253,FirstName253,LastName253,customer252@outlook.com,2024-06-04 21:17:48
CUST000254,FirstName254,LastName254,customer253@gmail.com,2024-09-08 21:17:48
CUST000255,FirstName255,LastName255,customer254@outlook.com,2023-01-01 21:17:48
CUST000256,FirstName256,LastName256,customer255@hotmail.com,2024-07-03 21:17:48
CUST000257,FirstName257,LastName257,customer256@hotmail.com,2022-12-23 21:17:48
CUST000258,FirstName258,LastName258,customer257@hotmail.com,2024-09-14 21:17:48
CUST000259,FirstName259,LastName259,customer258@gmail.com,2023-06-27 21:17:48
CUST000260,FirstName260,LastName260,customer259@outlook.com,2023-06-27 21:17:48
CUST000261,FirstName261,LastName261,customer260@outlook.com,2024-05-05 21:17:48
CUST000262,FirstName262,LastName262,customer261@gmail.com,2023-02-25 21:17:48
CUST000263,FirstName263,LastName263,customer262@outlook.com,2024-04-25 21:17:48
CUST000264,FirstName264,LastName264,customer263@gmail.com,2023-11-01 21:17:48
CUST000265,FirstName265,LastName265,customer264@hotmail.com,2024-08-18 21:17:48
CUST000266,FirstName266,LastName266,customer265@outlook.com,2022-12-11 21:17:48
CUST000267,FirstName267,LastName267,customer266@yahoo.com,2024-08-08 21:17:48
CUST000268,FirstName268,LastName268,customer267@outlook.com,2023-01-27 21:17:48
CUST000269,FirstName269,LastName269,customer268@gmail.com,2023-03-15 21:17:48
CUST000270,FirstName270,LastName270,customer269@hotmail.com,2024-05-03 21:17:48
CUST000271,FirstName271,LastName271,customer270@hotmail.com,2023-09-06 21:17:48
CUST000272,FirstName272,LastName272,customer271@hotmail.com,2024-08-27 21:17:48
CUST000273,FirstName273,LastName273,customer272@hotmail.com,2023-01-29 21:17:48
CUST000274,FirstName274,LastName274,customer273@hotmail.com,2023-08-08 21:17:48
CUST000275,FirstName275,LastName275,customer274@gmail.com,2023-12-10 21:17:48
CUST000276,FirstName276,LastName276,customer275@hotmail.com,2024-10-12 21:17:48
CUST000277,FirstName277,LastName277,customer276@gmail.com,2023-03-27 21:17:48
CUST000278,FirstName278,LastName278,customer277@hotmail.com,2023-01-04 21:17:48
CUST000279,FirstName279,LastName279,customer278@outlook.com,2023-03-13 21:17:48
CUST000280,FirstName280,LastName280,customer279@hotmail.com,2024-03-03 21:17:48
CUST000281,FirstName281,LastName281,customer280@hotmail.com,2024-10-15 21:17:48
CUST000282,FirstName282,LastName282,customer281@yahoo.com,2022-12-18 21:17:48
CUST000283,FirstName283,LastName283,customer282@hotmail.com,2024-03-10 21:17:48
CUST000284,FirstName284,LastName284,customer283@gmail.com,2023-03-31 21:17:48
CUST000285,FirstName285,LastName285,customer284@outlook.com,2023-10-15 21:17:48
CUST000286,FirstName286,LastName286,customer285@hotmail.com,2024-09-27 21:17:48
CUST000287,FirstName287,LastName287,customer286@outlook.com,2024-07-12 21:17:48
CUST000288,FirstName288,LastName288,customer287@gmail.com,2023-09-02 21:17:48
CUST000289,FirstName289,LastName289,customer288@gmail.com,2024-11-19 21:17:48
CUST000290,FirstName290,LastName290,customer289@outlook.com,2022-11-30 21:17:48
CUST000291,FirstName291,LastName291,customer290@outlook.com,2024-02-07 21:17:48
CUST000292,FirstName292,LastName292,customer291@yahoo.com,2024-03-24 21:17:48
CUST000293,FirstName293,LastName293,customer292@outlook.com,2024-04-30 21:17:48
CUST000294,FirstName294,LastName294,customer293@hotmail.com,2023-10-24 21:17:48
CUST000295,FirstName295,LastName295,customer294@yahoo.com,2024-11-22 21:17:48
CUST000296,FirstName296,LastName296,customer295@hotmail.com,2023-07-17 21:17:48
CUST000297,FirstName297,LastName297,customer296@gmail.com,2024-08-29 21:17:48
CUST000298,FirstName298,LastName298,customer297@yahoo.com,2023-11-22 21:17:48
CUST000299,FirstName299,LastName299,customer298@yahoo.com,2022-12-01 21:17:48
CUST000300,FirstName300,LastName300,customer299@gmail.com,2023-05-15 21:17:48
CUST000301,FirstName301,LastName301,customer300@outlook.com,2023-08-31 21:17:48
CUST000302,FirstName302,LastName302,customer301@yahoo.com,2023-05-21 21:17:48
CUST000303,FirstName303,LastName303,customer302@hotmail.com,2024-01-26 21:17:48
CUST000304,FirstName304,LastName304,customer303@hotmail.com,2023-08-03 21:17:48
CUST000305,FirstName305,LastName305,customer304@yahoo.com,2023-02-05 21:17:48
CUST000306,FirstName306,LastName306,customer305@hotmail.com,2024-03-30 21:17:48
CUST000307,FirstName307,LastName307,customer306@outlook.com,2024-11-11 21:17:48
CUST000308,FirstName308,LastName308,customer307@outlook.com,2024-04-17 21:17:48
CUST000309,FirstName309,LastName309,customer308@yahoo.com,2023-11-06 21:17:48
CUST000310,FirstName310,LastName310,customer309@outlook.com,2024-10-11 21:17:48
CUST000311,FirstName311,LastName311,customer310@gmail.com,2024-06-09 21:17:48
CUST000312,FirstName312,LastName312,customer311@hotmail.com,2023-07-13 21:17:48
CUST000313,FirstName313,LastName313,customer312@gmail.com,2024-03-08 21:17:48
CUST000314,FirstName314,LastName314,customer313@yahoo.com,2023-03-26 21:17:48
CUST000315,FirstName315,LastName315,customer314@yahoo.com,2024-09-14 21:17:48
CUST000316,FirstName316,LastName316,customer315@hotmail.com,2023-01-20 21:17:48
CUST000317,FirstName317,LastName317,customer316@outlook.com,2023-02-05 21:17:48
CUST000318,FirstName318,LastName318,customer317@yahoo.com,2024-08-13 21:17:48
CUST000319,FirstName319,LastName319,customer318@hotmail.com,2024-02-11 21:17:48
CUST000320,FirstName320,LastName320,customer319@outlook.com,2024-06-27 21:17:48
CUST000321,FirstName321,LastName321,customer320@gmail.com,2024-02-04 21:17:48
CUST000322,FirstName322,LastName322,customer321@hotmail.com,2023-11-09 21:17:48
CUST000323,FirstName323,LastName323,customer322@hotmail.com,2023-07-20 21:17:48
CUST000324,FirstName324,LastName324,customer323@outlook.com,2024-04-28 21:17:48
CUST000325,FirstName325,LastName325,customer324@yahoo.com,2024-06-30 21:17:48
CUST000326,FirstName326,LastName326,customer325@hotmail.com,2024-08-03 21:17:48
CUST000327,FirstName327,LastName327,customer326@yahoo.com,2023-10-29 21:17:48
CUST000328,FirstName328,LastName328,customer327@gmail.com,2023-11-12 21:17:48
CUST000329,FirstName329,LastName329,customer328@yahoo.com,2024-10-09 21:17:48
CUST000330,FirstName330,LastName330,customer329@gmail.com,2023-04-04 21:17:48
CUST000331,FirstName331,LastName331,customer330@outlook.com,2022-12-23 21:17:48
CUST000332,FirstName332,LastName332,customer331@gmail.com,2024-05-01 21:17:48
CUST000333,FirstName333,LastName333,customer332@gmail.com,2023-01-19 21:17:48
CUST000334,FirstName334,LastName334,customer333@hotmail.com,2023-03-16 21:17:48
CUST000335,FirstName335,LastName335,customer334@gmail.com,2023-05-24 21:17:48
CUST000336,FirstName336,LastName336,customer335@gmail.com,2023-01-25 21:17:48
CUST000337,FirstName337,LastName337,customer336@hotmail.com,2023-11-22 21:17:48
CUST000338,FirstName338,LastName338,customer337@gmail.com,2024-02-08 21:17:48
CUST000339,FirstName339,LastName339,customer338@gmail.com,2024-10-25 21:17:48
CUST000340,FirstName340,LastName340,customer339@yahoo.com,2023-05-13 21:17:48
CUST000341,FirstName341,LastName341,customer340@gmail.com,2024-02-06 21:17:48
CUST000342,FirstName342,LastName342,customer341@yahoo.com,2023-10-21 21:17:48
CUST000343,FirstName343,LastName343,customer342@gmail.com,2023-11-13 21:17:48
CUST000344,FirstName344,LastName344,customer343@outlook.com,2023-11-25 21:17:48
